"scenario","region","subRegion","param","sources","class1","class2","x","xLabel","vintage","units","aggregate","classLabel1","classPalette1","classLabel2","classPalette2","origScen","origQuery","origUnits","origX","value","origValue"
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2015,3.23997222222225,0.0116639
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2020,3.54718888888892,0.01276988
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2025,3.07449386111114,0.0110681779
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2030,2.62681219444447,0.0094565239
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2035,2.19306922222224,0.0078950492
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2040,1.8164391388889,0.0065391809
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2045,1.4719128888889,0.0052988864
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2050,1.23466415277779,0.00444479095
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",1990,0.10744388888889,0.000386798
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2005,0.237834166666669,0.000856203
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2010,0.426000000000003,0.0015336
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2015,0.498472222222226,0.0017945
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2020,0.562772222222227,0.00202598
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2025,0.609502777777783,0.00219421
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2030,0.656191666666672,0.00236229
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2035,0.691672222222228,0.00249002
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2040,0.735308333333339,0.00264711
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2045,0.778530555555562,0.00280271
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2050,0.821552777777784,0.00295759
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",1990,0.161166666666668,0.0005802
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2005,0.356750000000003,0.0012843
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2010,0.639000000000005,0.0023004
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2015,0.74769444444445,0.0026917
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2020,0.812380555555562,0.00292457
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2025,0.869791666666674,0.00313125
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2030,0.925550000000007,0.00333198
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2035,0.97217222222223,0.00349982
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2040,1.01686944444445,0.00366073
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2045,1.06038333333334,0.00381738
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2050,1.10279166666668,0.00397005
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",1990,0.312391111111114,0.001124608
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2005,0.640441111111116,0.002305588
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2010,1.12616333333334,0.004054188
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2015,1.37897222222223,0.0049643
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2020,1.58906472222223,0.005720633
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2025,1.45550777777779,0.005239828
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2030,1.29622500000001,0.00466641
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2035,1.11660880555556,0.0040197917
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2040,0.936877916666674,0.0033727605
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2045,0.752298333333339,0.002708274
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2050,0.626952277777783,0.0022570282
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",1990,0.0260274444444447,9.36988e-05
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2005,0.0533600000000004,0.000192096
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2010,0.0938627777777785,0.000337906
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2015,0.114919444444445,0.00041371
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2020,0.155227777777779,0.00055882
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2025,0.181529722222224,0.000653507
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2030,0.229196666666668,0.000825108
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2035,0.24119027777778,0.000868285
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2040,0.236052500000002,0.000849789
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2045,0.242515833333335,0.000873057
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2050,0.264164722222224,0.000950993
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",1990,0.0976102500000008,0.0003513969
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2005,0.200109833333335,0.0007203954
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2010,0.351943500000003,0.0012669966
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2015,0.43091666666667,0.0015513
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2020,0.508365277777782,0.001830115
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2025,0.565979722222227,0.002037527
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2030,0.630204166666672,0.002268735
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2035,0.654921111111116,0.002357716
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2040,0.657306500000005,0.0023663034
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2045,0.656821888888894,0.0023645588
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2050,0.643225000000005,0.00231561
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",1990,0.11713888888889,0.0004217
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2005,0.240166666666669,0.0008646
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2010,0.422305555555559,0.0015203
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2015,0.517111111111115,0.0018616
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2020,0.587511111111116,0.00211504
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2025,0.64846944444445,0.00233449
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2030,0.70144444444445,0.0025252
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2035,0.746433333333339,0.00268716
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2040,0.786625000000006,0.00283185
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2045,0.822705555555562,0.00296174
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2050,0.854847222222229,0.00307745
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",1990,0.156250000000001,0.0005625
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2005,0.320313888888891,0.00115313
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2010,0.563150000000004,0.00202734
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2015,0.689452777777783,0.00248203
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2020,0.777731166666673,0.0027998322
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2025,0.857178111111118,0.0030858412
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2030,0.915370888888896,0.0032953352
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2035,0.948520819444452,0.00341467495
"High","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","High","elec consumption by demand sector","EJ",2040,0.948880977777785,0.00341597152
